/GerarToken ,170,39949,47464,79890,80032,80115,590,80126,0.000%,2.12047,2.19,0.70
https://lottocap-hml-server01-front.azurewebsites.net/,170,18757,18988,24383,24804,26128,649,28278,0.000%,1.66376,4405.13,5.43
/api/Produto/PesquisarProdutosDisponiveis,168,4049,1491,10006,10467,10953,549,13438,0.000%,1.98965,8.85,0.79
/api/Carrinho/GetCarrinhoItens,336,12595,1049,52222,58439,58921,142,330899,8.929%,.72881,1.18,0.44
/api/Config/Config,168,2287,605,9183,11364,37539,142,37541,0.000%,1.98767,1.30,1.01
/api/Produto/BuscarDezenas,336,36071,32340,68804,81133,81866,150,81906,41.071%,1.61214,26.29,0.98
/api/Carrinho/AdicionarItemCarrinhoPreVenda,168,37098,28860,69284,69523,73488,147,78705,9.524%,.82154,1.55,0.56
Test,168,199216,209525,236514,238482,238955,81734,480264,74.405%,.34933,951.19,2.67
TOTAL,1684,39844,17069,81906,210787,236562,142,480264,18.349%,3.50159,1902.44,5.34
